row_id,butterfly_taxon,host_taxon_name,host_taxon_rank,current_confidence,curated_confidence,curation_action,evidence_basis,source_checked,citation_for_ui,notes_for_web_app,source_refs_current,doi_or_url_current,occurrence_count_in_web_app,use_for_default_download_current,host_plant_family,host_plant_genus,host_plant_species
106,Dryas iulia,Passiflora edulis,species,medium,medium,keep,Medium by default for catalogue-backed plausible rows; do not imply local host use from GBIF occurrence points.  Exact butterfly-host-rank key appears 2 times in current CSV; UI should merge citations or deduplicate display.,"Beccaloni et al. 2008, Catalogue of the hostplants of the Neotropical butterflies; primary citations embedded in source_refs",Beccaloni et al. 2008,Medium by default for catalogue-backed plausible rows; do not imply local host use from GBIF occurrence points.  Exact butterfly-host-rank key appears 2 times in current CSV; UI should merge citations or deduplicate display.,"Belize: [Meerman, In press (ssp. moderata); Brazil: Silva et al., 1968; Brown & Mielke, 1972 (ssp. iulia); southern, Benson et al., 1976]; Cuba: [Barro, p.c., 2000 (ssp. nudeola)]; Venezuela: [Guagliumi, 1967]",https://www.researchgate.net/profile/George-Beccaloni-2/publication/262099000_Catalogue_of_the_Hostplants_of_the_Neotropical_Butterflies_Catalogo_de_las_Plantas_Huesped_de_las_Mariposas_Neotropicales/links/5cc0d98a92851c8d2202f3f1/Catalogue-of-the-Hostplants-of-the-Neotropical-Butterflies-Catalogo-de-las-Plantas-Huesped-de-las-Mariposas-Neotropicales.pdf,4290,true,Passifloraceae,Passiflora,Passiflora edulis
107,Dryas iulia,Passiflora elegans,species,medium,medium,downgrade,Medium by default for catalogue-backed plausible rows; do not imply local host use from GBIF occurrence points.,"Beccaloni et al. 2008, Catalogue of the hostplants of the Neotropical butterflies; primary citations embedded in source_refs",Beccaloni et al. 2008,Medium by default for catalogue-backed plausible rows; do not imply local host use from GBIF occurrence points.,"N/A: [Perico & Araújo, 1991 (Captive)]",https://www.researchgate.net/profile/George-Beccaloni-2/publication/262099000_Catalogue_of_the_Hostplants_of_the_Neotropical_Butterflies_Catalogo_de_las_Plantas_Huesped_de_las_Mariposas_Neotropicales/links/5cc0d98a92851c8d2202f3f1/Catalogue-of-the-Hostplants-of-the-Neotropical-Butterflies-Catalogo-de-las-Plantas-Huesped-de-las-Mariposas-Neotropicales.pdf,42,true,Passifloraceae,Passiflora,Passiflora elegans
108,Dryas iulia,Passiflora foetida,species,medium,medium,keep,Medium by default for catalogue-backed plausible rows; do not imply local host use from GBIF occurrence points.,"Beccaloni et al. 2008, Catalogue of the hostplants of the Neotropical butterflies; primary citations embedded in source_refs",Beccaloni et al. 2008,Medium by default for catalogue-backed plausible rows; do not imply local host use from GBIF occurrence points.,"Costa Rica: [Janzen & Hallwachs, 2000 (RC: 83-J-1099)]; El Salvador: [Muyshondt, p.c., 1999]",https://www.researchgate.net/profile/George-Beccaloni-2/publication/262099000_Catalogue_of_the_Hostplants_of_the_Neotropical_Butterflies_Catalogo_de_las_Plantas_Huesped_de_las_Mariposas_Neotropicales/links/5cc0d98a92851c8d2202f3f1/Catalogue-of-the-Hostplants-of-the-Neotropical-Butterflies-Catalogo-de-las-Plantas-Huesped-de-las-Mariposas-Neotropicales.pdf,6393,true,Passifloraceae,Passiflora,Passiflora foetida
109,Dryas iulia,Passiflora glandulosa,species,medium,medium,keep,Medium by default for catalogue-backed plausible rows; do not imply local host use from GBIF occurrence points.,"Beccaloni et al. 2008, Catalogue of the hostplants of the Neotropical butterflies; primary citations embedded in source_refs",Beccaloni et al. 2008,Medium by default for catalogue-backed plausible rows; do not imply local host use from GBIF occurrence points.,"Brazil: [south-western,Benson et al., 1976]",https://www.researchgate.net/profile/George-Beccaloni-2/publication/262099000_Catalogue_of_the_Hostplants_of_the_Neotropical_Butterflies_Catalogo_de_las_Plantas_Huesped_de_las_Mariposas_Neotropicales/links/5cc0d98a92851c8d2202f3f1/Catalogue-of-the-Hostplants-of-the-Neotropical-Butterflies-Catalogo-de-las-Plantas-Huesped-de-las-Mariposas-Neotropicales.pdf,728,true,Passifloraceae,Passiflora,Passiflora glandulosa
110,Dryas iulia,Passiflora glaucescens,species,medium,medium,keep,Medium by default for catalogue-backed plausible rows; do not imply local host use from GBIF occurrence points.,"Beccaloni et al. 2008, Catalogue of the hostplants of the Neotropical butterflies; primary citations embedded in source_refs",Beccaloni et al. 2008,Medium by default for catalogue-backed plausible rows; do not imply local host use from GBIF occurrence points.,"Brazil: [Benson et al., 1976]",https://www.researchgate.net/profile/George-Beccaloni-2/publication/262099000_Catalogue_of_the_Hostplants_of_the_Neotropical_Butterflies_Catalogo_de_las_Plantas_Huesped_de_las_Mariposas_Neotropicales/links/5cc0d98a92851c8d2202f3f1/Catalogue-of-the-Hostplants-of-the-Neotropical-Butterflies-Catalogo-de-las-Plantas-Huesped-de-las-Mariposas-Neotropicales.pdf,2,true,Passifloraceae,Passiflora,Passiflora glaucescens
111,Dryas iulia,Passiflora helleri,species,medium,medium,taxon_level_reaudit,Medium by default for catalogue-backed plausible rows; do not imply local host use from GBIF occurrence points.,"Beccaloni et al. 2008, Catalogue of the hostplants of the Neotropical butterflies; primary citations embedded in source_refs",Beccaloni et al. 2008,Medium by default for catalogue-backed plausible rows; do not imply local host use from GBIF occurrence points.,"Belize: [Meerman, In press (ssp. moderata)]",https://www.researchgate.net/profile/George-Beccaloni-2/publication/262099000_Catalogue_of_the_Hostplants_of_the_Neotropical_Butterflies_Catalogo_de_las_Plantas_Huesped_de_las_Mariposas_Neotropicales/links/5cc0d98a92851c8d2202f3f1/Catalogue-of-the-Hostplants-of-the-Neotropical-Butterflies-Catalogo-de-las-Plantas-Huesped-de-las-Mariposas-Neotropicales.pdf,236,true,Passifloraceae,Passiflora,Passiflora helleri
112,Dryas iulia,Passiflora ichthyura,species,medium,medium,keep,Medium by default for catalogue-backed plausible rows; do not imply local host use from GBIF occurrence points.,"Beccaloni et al. 2008, Catalogue of the hostplants of the Neotropical butterflies; primary citations embedded in source_refs",Beccaloni et al. 2008,Medium by default for catalogue-backed plausible rows; do not imply local host use from GBIF occurrence points.,"Brazil: [Benson et al., 1976]",https://www.researchgate.net/profile/George-Beccaloni-2/publication/262099000_Catalogue_of_the_Hostplants_of_the_Neotropical_Butterflies_Catalogo_de_las_Plantas_Huesped_de_las_Mariposas_Neotropicales/links/5cc0d98a92851c8d2202f3f1/Catalogue-of-the-Hostplants-of-the-Neotropical-Butterflies-Catalogo-de-las-Plantas-Huesped-de-las-Mariposas-Neotropicales.pdf,3,true,Passifloraceae,Passiflora,Passiflora ichthyura
113,Dryas iulia,Passiflora ichthyura,species,medium,medium,keep,Medium by default for catalogue-backed plausible rows; do not imply local host use from GBIF occurrence points.,"Beccaloni et al. 2008, Catalogue of the hostplants of the Neotropical butterflies; primary citations embedded in source_refs",Beccaloni et al. 2008,Medium by default for catalogue-backed plausible rows; do not imply local host use from GBIF occurrence points.,"Brazil: [Seitz, 1913a; Silva et al., 1968; SC, Müller, 1886]",https://www.researchgate.net/profile/George-Beccaloni-2/publication/262099000_Catalogue_of_the_Hostplants_of_the_Neotropical_Butterflies_Catalogo_de_las_Plantas_Huesped_de_las_Mariposas_Neotropicales/links/5cc0d98a92851c8d2202f3f1/Catalogue-of-the-Hostplants-of-the-Neotropical-Butterflies-Catalogo-de-las-Plantas-Huesped-de-las-Mariposas-Neotropicales.pdf,3,true,Passifloraceae,Passiflora,Passiflora ichthyura
114,Dryas iulia,Passiflora lancifolia,species,medium,medium,keep,Medium by default for catalogue-backed plausible rows; do not imply local host use from GBIF occurrence points.  Exact butterfly-host-rank key appears 2 times in current CSV; UI should merge citations or deduplicate display.,"Beccaloni et al. 2008, Catalogue of the hostplants of the Neotropical butterflies; primary citations embedded in source_refs",Beccaloni et al. 2008,Medium by default for catalogue-backed plausible rows; do not imply local host use from GBIF occurrence points.  Exact butterfly-host-rank key appears 2 times in current CSV; UI should merge citations or deduplicate display.,"West Indies: [Benson et al., 1976]",https://www.researchgate.net/profile/George-Beccaloni-2/publication/262099000_Catalogue_of_the_Hostplants_of_the_Neotropical_Butterflies_Catalogo_de_las_Plantas_Huesped_de_las_Mariposas_Neotropicales/links/5cc0d98a92851c8d2202f3f1/Catalogue-of-the-Hostplants-of-the-Neotropical-Butterflies-Catalogo-de-las-Plantas-Huesped-de-las-Mariposas-Neotropicales.pdf,12,true,Passifloraceae,Passiflora,Passiflora lancifolia
115,Dryas iulia,Passiflora miersii,species,medium,medium,keep,Medium by default for catalogue-backed plausible rows; do not imply local host use from GBIF occurrence points.,"Beccaloni et al. 2008, Catalogue of the hostplants of the Neotropical butterflies; primary citations embedded in source_refs",Beccaloni et al. 2008,Medium by default for catalogue-backed plausible rows; do not imply local host use from GBIF occurrence points.,"Brazil: [south-eastern, Benson et al., 1976]",https://www.researchgate.net/profile/George-Beccaloni-2/publication/262099000_Catalogue_of_the_Hostplants_of_the_Neotropical_Butterflies_Catalogo_de_las_Plantas_Huesped_de_las_Mariposas_Neotropicales/links/5cc0d98a92851c8d2202f3f1/Catalogue-of-the-Hostplants-of-the-Neotropical-Butterflies-Catalogo-de-las-Plantas-Huesped-de-las-Mariposas-Neotropicales.pdf,123,true,Passifloraceae,Passiflora,Passiflora miersii
116,Dryas iulia,Passiflora misera,species,medium,medium,keep,"Plausible Beccaloni catalogue record with embedded citation, but primary record not independently checked in this audit.",Beccaloni et al. 2008 catalogue row; embedded primary citation not independently checked.,Beccaloni et al. 2008,Medium by default for catalogue-backed plausible rows; do not imply local host use from GBIF occurrence points.,"Argentina: [Varga, 1997]; Brazil: [Benson et al., 1976; RS, Perico & Araújo, 1991; RS, Penz, p.c., 1997; Ba, Brown & Mielke, 1972 (ssp. iulia)]",https://www.cabidigitallibrary.org/doi/full/10.5555/20093181648,1039,true,Passifloraceae,Passiflora,Passiflora misera
117,Dryas iulia,Passiflora mollissima,species,medium,medium,keep,"Plausible Beccaloni catalogue record with embedded citation, but primary record not independently checked in this audit.",Beccaloni et al. 2008 catalogue row; embedded primary citation not independently checked.,Beccaloni et al. 2008,Medium by default for catalogue-backed plausible rows; do not imply local host use from GBIF occurrence points.,"Colombia: [Gallego & Vélez, 1974]",https://www.cabidigitallibrary.org/doi/full/10.5555/20093181648,233,true,Passifloraceae,Passiflora,Passiflora mollissima
118,Dryas iulia,Passiflora morifolia,species,medium,medium,keep,"Plausible Beccaloni catalogue record with embedded citation, but primary record not independently checked in this audit.",Beccaloni et al. 2008 catalogue row; embedded primary citation not independently checked.,Beccaloni et al. 2008,Medium by default for catalogue-backed plausible rows; do not imply local host use from GBIF occurrence points.,"Brazil: [south-eastern, Benson et al., 1976]",https://www.cabidigitallibrary.org/doi/full/10.5555/20093181648,521,true,Passifloraceae,Passiflora,Passiflora morifolia
119,Dryas iulia,Passiflora organensis,species,medium,medium,keep,Medium by default for catalogue-backed plausible rows; do not imply local host use from GBIF occurrence points.,"Beccaloni et al. 2008, Catalogue of the hostplants of the Neotropical butterflies; primary citations embedded in source_refs",Beccaloni et al. 2008,Medium by default for catalogue-backed plausible rows; do not imply local host use from GBIF occurrence points.,"Brazil: [RJ, Brown & Mielke, 1972 (ssp. iulia); south-eastern, Benson et al., 1976]",https://www.researchgate.net/profile/George-Beccaloni-2/publication/262099000_Catalogue_of_the_Hostplants_of_the_Neotropical_Butterflies_Catalogo_de_las_Plantas_Huesped_de_las_Mariposas_Neotropicales/links/5cc0d98a92851c8d2202f3f1/Catalogue-of-the-Hostplants-of-the-Neotropical-Butterflies-Catalogo-de-las-Plantas-Huesped-de-las-Mariposas-Neotropicales.pdf,79,true,Passifloraceae,Passiflora,Passiflora organensis
120,Dryas iulia,Passiflora pittieri,species,medium,medium,keep,"Plausible Beccaloni catalogue record with embedded citation, but primary record not independently checked in this audit.",Beccaloni et al. 2008 catalogue row; embedded primary citation not independently checked.,Beccaloni et al. 2008,Medium by default for catalogue-backed plausible rows; do not imply local host use from GBIF occurrence points.,"Costa Rica: [Thomas, 1990; Mallet, 1984]",https://www.cabidigitallibrary.org/doi/full/10.5555/20093181648,119,true,Passifloraceae,Passiflora,Passiflora pittieri
121,Dryas iulia,Passiflora platyloba,species,medium,medium,keep,Medium by default for catalogue-backed plausible rows; do not imply local host use from GBIF occurrence points.,"Beccaloni et al. 2008, Catalogue of the hostplants of the Neotropical butterflies; primary citations embedded in source_refs",Beccaloni et al. 2008,Medium by default for catalogue-backed plausible rows; do not imply local host use from GBIF occurrence points.,"Costa Rica: [Young, 1978c]; Colombia: [Salazar, p.c., 1997]",https://www.researchgate.net/profile/George-Beccaloni-2/publication/262099000_Catalogue_of_the_Hostplants_of_the_Neotropical_Butterflies_Catalogo_de_las_Plantas_Huesped_de_las_Mariposas_Neotropicales/links/5cc0d98a92851c8d2202f3f1/Catalogue-of-the-Hostplants-of-the-Neotropical-Butterflies-Catalogo-de-las-Plantas-Huesped-de-las-Mariposas-Neotropicales.pdf,152,true,Passifloraceae,Passiflora,Passiflora platyloba
122,Dryas iulia,Passiflora platyloba,species,medium,medium,taxon_level_reaudit,Medium by default for catalogue-backed plausible rows; do not imply local host use from GBIF occurrence points.,"Beccaloni et al. 2008, Catalogue of the hostplants of the Neotropical butterflies; primary citations embedded in source_refs",Beccaloni et al. 2008,Medium by default for catalogue-backed plausible rows; do not imply local host use from GBIF occurrence points.,"Colombia: [Salazar, p.c., 1997]",https://www.researchgate.net/profile/George-Beccaloni-2/publication/262099000_Catalogue_of_the_Hostplants_of_the_Neotropical_Butterflies_Catalogo_de_las_Plantas_Huesped_de_las_Mariposas_Neotropicales/links/5cc0d98a92851c8d2202f3f1/Catalogue-of-the-Hostplants-of-the-Neotropical-Butterflies-Catalogo-de-las-Plantas-Huesped-de-las-Mariposas-Neotropicales.pdf,152,true,Passifloraceae,Passiflora,Passiflora platyloba
123,Dryas iulia,Passiflora pohlii,species,medium,medium,keep,Medium by default for catalogue-backed plausible rows; do not imply local host use from GBIF occurrence points.,"Beccaloni et al. 2008, Catalogue of the hostplants of the Neotropical butterflies; primary citations embedded in source_refs",Beccaloni et al. 2008,Medium by default for catalogue-backed plausible rows; do not imply local host use from GBIF occurrence points.,"Brazil: [Benson et al., 1976]",https://www.researchgate.net/profile/George-Beccaloni-2/publication/262099000_Catalogue_of_the_Hostplants_of_the_Neotropical_Butterflies_Catalogo_de_las_Plantas_Huesped_de_las_Mariposas_Neotropicales/links/5cc0d98a92851c8d2202f3f1/Catalogue-of-the-Hostplants-of-the-Neotropical-Butterflies-Catalogo-de-las-Plantas-Huesped-de-las-Mariposas-Neotropicales.pdf,202,true,Passifloraceae,Passiflora,Passiflora pohlii
124,Dryas iulia,Passiflora punctata,species,medium,medium,downgrade,Medium by default for catalogue-backed plausible rows; do not imply local host use from GBIF occurrence points.,"Beccaloni et al. 2008, Catalogue of the hostplants of the Neotropical butterflies; primary citations embedded in source_refs",Beccaloni et al. 2008,Medium by default for catalogue-backed plausible rows; do not imply local host use from GBIF occurrence points.,"N/A: [Hall, p.c., 1989 (Captive)]",https://www.researchgate.net/profile/George-Beccaloni-2/publication/262099000_Catalogue_of_the_Hostplants_of_the_Neotropical_Butterflies_Catalogo_de_las_Plantas_Huesped_de_las_Mariposas_Neotropicales/links/5cc0d98a92851c8d2202f3f1/Catalogue-of-the-Hostplants-of-the-Neotropical-Butterflies-Catalogo-de-las-Plantas-Huesped-de-las-Mariposas-Neotropicales.pdf,105,true,Passifloraceae,Passiflora,Passiflora punctata
